,Title,Studio,Opening,Date,Director,Budget,imdbID,month,year,Actor,Genre,Writer,Ratings
141,Life of the Party,WB (NL),"$17,886,075",5/11/2018,Mark Helfrich,,tt0452625,7,2011,"Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse","Comedy, Fantasy, Romance","Josh Stolberg (screenplay), Steve Glenn (short story)",0.05
143,My Big Fat Greek Wedding 2,Uni.,"$17,861,950",3/25/2016,Richard Loncraine,,tt0408345,6,2010,"Harrison Ford, Virginia Madsen, Carly Schroeder, Jimmy Bennett","Crime, Thriller",Joe Forte,0.18
147,Let's Be Cops,Fox,"$17,813,722",8/13/2014,Paul W.S. Anderson,,tt2592614,5,2017,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts","Action, Horror, Sci-Fi",Paul W.S. Anderson,0.36
148,"I Love You, Man",P/DW,"$17,810,270",3/20/2009,Roger Kumble,,tt0997047,7,2010,"Martin Lawrence, Raven-Symoné, Kym Whitley, Adam LeFevre","Adventure, Comedy, Drama","Emi Mochizuki, Carrie Lee Wilson, Cinco Paul, Ken Daurio",0.12
154,Forgetting Sarah Marshall,Uni.,"$17,725,330",4/18/2008,Ari Aster,,tt7784604,7,2012,"Alex Wolff, Gabriel Byrne, Toni Collette, Milly Shapiro","Drama, Horror, Mystery",Ari Aster,0.89
155,First Sunday,SGem,"$17,714,821",1/11/2008,Diane Keaton,,tt0162983,4,2010,"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau","Comedy, Drama","Delia Ephron (book), Delia Ephron (screenplay), Nora Ephron (screenplay)",0.12
156,Resident Evil,SGem,"$17,707,106",3/15/2002,Gary Winick,,tt0892318,3,2017,"Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti","Adventure, Comedy, Drama","Jose Rivera, Tim Sullivan",0.41
157,Surf's Up,Sony,"$17,640,249",6/8/2007,"Bobby Farrelly, Peter Farrelly",,tt0480687,6,2012,"Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate","Comedy, Romance","Pete Jones (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bobby Farrelly (screenplay), Pete Jones (story)",0.34
159,Breaking In (2018),Uni.,"$17,630,285",5/11/2018,Steven Brill,,tt0364751,8,2015,"Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell","Adventure, Comedy, Mystery","Fred Wolf (story), Harris Goldberg (story), Tom Nursall (story), Jay Leggett (screenplay), Mitch Rouse (screenplay)",0.14
163,Just Married,Fox,"$17,548,993",1/10/2003,James Mangold,,tt0118887,7,2016,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro","Crime, Drama, Thriller",James Mangold,0.73
164,The Smurfs 2,Sony,"$17,548,389",7/31/2013,Adam Shankman,,tt0209475,7,2016,"Jennifer Lopez, Matthew McConaughey, Bridgette Wilson-Sampras, Justin Chambers","Comedy, Romance","Pamela Falk, Michael Ellis","{'Source': 'Metacritic', 'Value': '33/100'}"
170,Old School,DW,"$17,453,216",2/21/2003,John Woo,,tt0338337,7,2015,"Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti","Action, Mystery, Sci-Fi","Philip K. Dick (short story), Dean Georgaris (screenplay)",0.27
171,Michael,NL,"$17,435,711",12/25/1996,Nora Ephron,,tt0117038,6,2014,"John Travolta, Andie MacDowell, William Hurt, Bob Hoskins","Comedy, Drama, Fantasy","Peter Dexter (story), Jim Quinlan (story), Nora Ephron (screenplay), Delia Ephron (screenplay), Peter Dexter (screenplay), Jim Quinlan (screenplay)",0.36
173,Baby Mama,Uni.,"$17,407,110",4/25/2008,Joe Alves,,tt0085750,11,2016,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr.","Adventure, Horror, Thriller","Peter Benchley (suggested by the novel ""Jaws""), Richard Matheson (screenplay), Carl Gottlieb (screenplay), Guerdon Trueblood (story)",0.11
174,This Means War,Fox,"$17,405,930",2/17/2012,Guy Ritchie,,tt1638355,7,2010,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki","Action, Adventure, Comedy","Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), Jeff Kleeman (story by), David C. Wilson (story by), Guy Ritchie (story by), Lionel Wigram (story by), Sam Rolfe (based on the television series created by)",0.66
175,Tyler Perry's The Family That Preys,LGF,"$17,381,218",9/12/2008,Wolfgang Petersen,,tt0114069,7,2017,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey","Action, Drama, Thriller","Laurence Dworet, Robert Roy Pool",0.59
176,Star Trek V: The Final Frontier,Par.,"$17,375,648",6/9/1989,George C. Wolfe,,tt0956038,2,2010,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis","Drama, Romance","Ann Peacock (screenplay), John Romano (screenplay), Nicholas Sparks (novel)",0.3
177,Bring It On,Uni.,"$17,362,105",8/25/2000,Marc Forster,,tt0420223,6,2012,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza","Comedy, Drama, Fantasy",Zach Helm,0.72
178,Into The Storm,WB (NL),"$17,346,427",8/8/2014,Ivan Reitman,,tt0251075,11,2014,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott","Comedy, Sci-Fi","Don Jakoby (story), David Diamond (screenplay), David Weissman (screenplay), Don Jakoby (screenplay)",0.43
181,Coyote Ugly,BV,"$17,319,282",8/4/2000,Richard Lester,,tt0086393,10,2013,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure","Action, Comedy, Sci-Fi","Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), David Newman (screenplay by), Leslie Newman (screenplay by)",0.25
182,Titanic 3D,Par.,"$17,285,453",4/4/2012,"Mike Thurmeier, Galen T. Chu(co-director)",,tt3416828,6,2010,"Stephanie Beatriz, Robert Cardone, Neil deGrasse Tyson, Adam Devine","Animation, Adventure, Comedy","Michael J. Wilson (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Aubrey Solomon (story)",0.16
183,The Boxtrolls,Focus,"$17,275,239",9/26/2014,Neill Blomkamp,,tt1823672,7,2015,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser","Action, Crime, Drama","Neill Blomkamp, Terri Tatchell",0.32
185,Down to Earth,Par.,"$17,268,883",2/16/2001,Jeff Wadlow,,tt1650554,2,2015,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee","Action, Comedy, Crime","Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",0.33
187,Maverick,WB,"$17,248,545",5/20/1994,Clint Eastwood,,tt1742044,6,2011,"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken","Biography, Drama, Music","Marshall Brickman (screenplay), Rick Elice (screenplay), Marshall Brickman (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons""), Rick Elice (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons"")",0.53
191,The Client,WB,"$17,174,262",7/22/1994,Chris Nahon,,tt0271027,8,2011,"Jet Li, Bridget Fonda, Tchéky Karyo, Max Ryan","Action, Crime, Drama","Jet Li (story), Luc Besson (screenplay), Robert Mark Kamen (screenplay)",0.51
192,Tyler Perry's Acrimony,LGF,"$17,170,707",3/30/2018,Michael Tollin,,tt0316465,12,2014,"Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson","Biography, Drama, Sport",Mike Rich,0.36
194,The Hunt for Red October,Par.,"$17,161,835",3/2/1990,Rob Cohen,,tt0382992,3,2014,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard","Action, Adventure, Sci-Fi",W.D. Richter,0.13
195,The Kingdom,Uni.,"$17,135,055",9/28/2007,Peter Berg,,tt0431197,5,2012,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman","Action, Drama, Thriller",Matthew Michael Carnahan,0.51
196,Changing Lanes,Par.,"$17,128,062",4/12/2002,Joe Berlinger,,tt0229260,5,2015,"Kurt Loder, Chuck Scarborough, Bruce D. Reed, Jeffrey Donovan","Adventure, Fantasy, Horror","Daniel Myrick (characters), Eduardo Sánchez (characters), Dick Beebe, Joe Berlinger",0.14
198,I Can Only Imagine,RAtt.,"$17,108,914",3/16/2018,Gary Fleder,,tt0119468,6,2012,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur","Crime, Drama, Mystery","James Patterson (novel), David Klass (screenplay)",0.29
199,Night at the Museum: Secret of the Tomb,Fox,"$17,100,520",12/19/2014,Shawn Levy,,tt2692250,10,2015,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan","Adventure, Comedy, Family","David Guion (screenplay), Michael Handelman (screenplay), Mark Friedman (story), David Guion (story), Michael Handelman (story), Thomas Lennon (characters), Robert Ben Garant (characters)",0.49
202,Home Alone,Fox,"$17,081,997",11/16/1990,Lee Toland Krieger,,tt1655441,6,2017,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn","Drama, Fantasy, Romance","J. Mills Goodloe (screenplay by), Salvador Paskowitz (screenplay by), J. Mills Goodloe (screenplay), J. Mills Goodloe (story by), Salvador Paskowitz (story by)",0.56
203,Blade,NL,"$17,073,856",8/21/1998,Xavier Gens,,tt0465494,6,2011,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper","Action, Crime, Drama",Skip Woods,"{'Source': 'Metacritic', 'Value': '35/100'}"
204,Gangster Squad,WB,"$17,070,347",1/11/2013,Anton Corbijn,,tt1440728,7,2013,"George Clooney, Irina Björklund, Lars Hjelm, Björn Granath","Crime, Drama, Thriller","Rowan Joffe (screenplay), Martin Booth (novel)",0.65
205,The Butterfly Effect,NL,"$17,065,227",1/23/2004,Ric Roman Waugh,,tt0882977,2,2017,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon","Action, Drama, Thriller","Justin Haythe, Ric Roman Waugh",0.57
207,The Fifth Element,Sony,"$17,031,345",5/9/1997,Guillermo del Toro,,tt2554274,10,2011,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam","Drama, Fantasy, Horror","Guillermo del Toro, Matthew Robbins",0.71
210,Hotel for Dogs,P/DW,"$17,012,212",1/16/2009,Martin Campbell,,tt1615160,3,2015,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy","Action, Crime, Drama","David Marconi (screenplay by), Stephen Leather (based on the novel ""The Chinaman"" by)",0.62
213,Game Night,WB (NL),"$17,005,332",2/23/2018,Victor Salva,,tt0263488,3,2015,"Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher","Horror, Mystery",Victor Salva,0.45
217,Old Dogs,BV,"$16,894,511",11/25/2009,Ridley Scott,,tt0325805,6,2012,"Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman","Comedy, Crime, Drama","Eric Garcia (book), Nicholas Griffin (screenplay), Ted Griffin (screenplay)",0.82
219,Star Trek IV: The Voyage Home,Par.,"$16,881,888",11/26/1986,Barry Levinson,,tt0219965,11,2017,"Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity","Comedy, Crime, Drama",Harley Peyton,0.64
222,Red Sparrow,Fox,"$16,853,422",3/2/2018,Sam Raimi,,tt0126916,7,2017,"Kevin Costner, Kelly Preston, John C. Reilly, Jena Malone","Drama, Romance, Sport","Michael Shaara (novel), Dana Stevens (screenplay)",0.46
224,Water for Elephants,Fox,"$16,842,353",4/22/2011,Ron Underwood,,tt0101587,10,2010,"Billy Crystal, Daniel Stern, Bruno Kirby, Patricia Wettig",Comedy,"Lowell Ganz, Babaloo Mandel",0.9
227,A Million Ways to Die in the West,Uni.,"$16,797,385",5/30/2014,Roger Kumble,,tt0139134,4,2018,"Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair","Drama, Romance","Choderlos de Laclos (novel), Roger Kumble (screenplay)",0.48
228,American Made,Uni.,"$16,776,390",9/29/2017,George Tillman Jr.,,tt2726560,3,2017,"Britt Robertson, Scott Eastwood, Alan Alda, Jack Huston","Drama, Romance","Nicholas Sparks (novel), Craig Bolotin (screenplay)",0.29
230,A Bad Moms Christmas,STX,"$16,759,161",11/1/2017,Sydney Pollack,,tt0156934,5,2013,"Harrison Ford, Kristin Scott Thomas, Charles S. Dutton, Bonnie Hunt","Drama, Mystery, Romance","Warren Adler (novel), Darryl Ponicsan (adaptation), Kurt Luedtke (screenplay)",0.15
6,Priest,SGem,"$14,953,664",5/13/2011,"Anthony Russo, Joe Russo","$321,000,000",tt4154756,4,2018,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans","Action, Adventure, Fantasy","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)",0.83
7,Tag,WB (NL),"$14,947,396",6/15/2018,J.J. Abrams,"$245,000,000",tt2488496,12,2015,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver","Action, Adventure, Fantasy","Lawrence Kasdan, J.J. Abrams, Michael Arndt, George Lucas (based on characters created by)",0.93
8,Dangerous Minds,BV,"$14,931,503",8/11/1995,Rian Johnson," $620,181,382, 19 April 2018",tt2527336,12,2017,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley","Action, Adventure, Fantasy","Rian Johnson, George Lucas (based on characters created by)",0.91
9,The Boy Next Door,Uni.,"$14,910,105",1/23/2015,Colin Trevorrow,"$150,000,000",tt0369610,6,2015,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio","Action, Adventure, Sci-Fi","Rick Jaffa (screenplay by), Amanda Silver (screenplay by), Colin Trevorrow (screenplay by), Derek Connolly (screenplay by), Rick Jaffa (story by), Amanda Silver (story by), Michael Crichton (based on the characters created by)",0.71
10,Harold and Kumar Escape from Guantanamo Bay,WB (NL),"$14,908,404",4/25/2008,Matthew Vaughn,"$30,000,000",tt1250777,5,2012,"Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss","Action, Comedy","Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",0.75
11,Surrogates,BV,"$14,902,692",9/25/2009,Jonathan Mostow,,tt0986263,2,2018,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe","Action, Crime, Mystery","Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)",0.38
12,Passengers (2016),Sony,"$14,869,736",12/21/2016,Ben Stiller,,tt0115798,5,2015,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black","Comedy, Drama, Thriller",Lou Holtz Jr.,0.53
13,Inferno,Sony,"$14,860,425",10/28/2016,Ron Howard,,tt3062096,6,2018,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan","Action, Adventure, Crime","Dan Brown (based in part on the novel by), David Koepp (screenplay by)",0.22
14,Seven Pounds,Sony,"$14,851,136",12/19/2008,Gabriele Muccino,,tt0814314,5,2016,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy","Drama, Romance",Grant Nieporte,0.26
15,Pitch Perfect,Uni.,"$14,846,830",10/5/2012,Jason Moore,,tt1981677,3,2017,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow","Comedy, Music, Romance","Kay Cannon (screenplay), Mickey Rapkin (based on the book by)",0.8
16,American Assassin,LGF,"$14,846,778",9/15/2017,Michael Cuesta,,tt1961175,5,2013,"Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster","Action, Thriller","Stephen Schiff (screenplay by), Michael Finch (screenplay by), Edward Zwick (screenplay by), Marshall Herskovitz (screenplay by), Vince Flynn (based on the novel by)",0.34
17,A Time to Kill,WB,"$14,823,159",7/24/1996,Joel Schumacher,,tt0117913,7,2011,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey","Crime, Drama, Thriller","John Grisham (novel), Akiva Goldsman (screenplay)",0.65
18,Miracles from Heaven,TriS,"$14,812,393",3/16/2016,Patricia Riggen,,tt4257926,3,2016,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino","Biography, Drama, Family","Christy Beam (book), Randy Brown (screenplay)",0.43
19,Source Code,Sum.,"$14,812,094",4/1/2011,Duncan Jones,,tt0945513,7,2012,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","Mystery, Romance, Sci-Fi",Ben Ripley,0.92
21,Australia,Fox,"$14,800,723",11/26/2008,Baz Luhrmann,,tt0455824,11,2013,"Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry","Adventure, Drama, Romance","Stuart Beattie (screenplay), Baz Luhrmann (screenplay), Ronald Harwood (screenplay), Richard Flanagan (screenplay), Baz Luhrmann (story)",0.55
22,The Rite,WB (NL),"$14,789,393",1/28/2011,Mikael Håfström,,tt1161864,12,2016,"Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds","Drama, Horror, Mystery","Michael Petroni, Matt Baglio (book)",0.21
23,Money Monster,TriS,"$14,788,157",5/13/2016,Jodie Foster,,tt2241351,3,2012,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West","Crime, Drama, Thriller","Jamie Linden (screenplay), Alan DiFiore (screenplay), Jim Kouf (screenplay), Alan DiFiore (story), Jim Kouf (story)",0.57
25,Made of Honor,Sony,"$14,756,850",5/2/2008,Paul Weiland,,tt0866439,6,2018,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison","Comedy, Romance","Adam Sztykiel (screenplay), Deborah Kaplan (screenplay), Harry Elfont (screenplay), Adam Sztykiel (story)",0.14
26,The Cabin in the Woods,LGF,"$14,743,614",4/13/2012,Drew Goddard,,tt1259521,4,2015,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",Horror,"Joss Whedon, Drew Goddard",0.92
