,Title,Studio,Opening,Date,Director,Budget,imdbID,month,year,Actor,Genre,Writer,Ratings
174,Just Go With It,Sony,"$30,514,732",2/11/2011,Guy Ritchie,,tt1638355,7,2010,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki","Action, Adventure, Comedy","Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), Jeff Kleeman (story by), David C. Wilson (story by), Guy Ritchie (story by), Lionel Wigram (story by), Sam Rolfe (based on the television series created by)",0.66
175,The Day the Earth Stood Still (2008),Fox,"$30,480,153",12/12/2008,Wolfgang Petersen,,tt0114069,7,2017,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey","Action, Drama, Thriller","Laurence Dworet, Robert Roy Pool",0.59
176,Dear John,SGem,"$30,468,614",2/5/2010,George C. Wolfe,,tt0956038,2,2010,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis","Drama, Romance","Ann Peacock (screenplay), John Romano (screenplay), Nicholas Sparks (novel)",0.3
177,John Wick: Chapter Two,LG/S,"$30,436,123",2/10/2017,Marc Forster,,tt0420223,6,2012,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza","Comedy, Drama, Fantasy",Zach Helm,0.72
178,Night at the Museum,Fox,"$30,433,781",12/22/2006,Ivan Reitman,,tt0251075,11,2014,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott","Comedy, Sci-Fi","Don Jakoby (story), David Diamond (screenplay), David Weissman (screenplay), Don Jakoby (screenplay)",0.43
181,Maze Runner: The Scorch Trials,Fox,"$30,316,510",9/18/2015,Richard Lester,,tt0086393,10,2013,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure","Action, Comedy, Sci-Fi","Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), David Newman (screenplay by), Leslie Newman (screenplay by)",0.25
182,Cloudy with a Chance of Meatballs,Sony,"$30,304,648",9/18/2009,"Mike Thurmeier, Galen T. Chu(co-director)",,tt3416828,6,2010,"Stephanie Beatriz, Robert Cardone, Neil deGrasse Tyson, Adam Devine","Animation, Adventure, Comedy","Michael J. Wilson (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Aubrey Solomon (story)",0.16
183,America's Sweethearts,SonR,"$30,181,877",7/20/2001,Neill Blomkamp,,tt1823672,7,2015,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser","Action, Crime, Drama","Neill Blomkamp, Terri Tatchell",0.32
185,The Lion King (in 3D),BV,"$30,151,614",9/16/2011,Jeff Wadlow,,tt1650554,2,2015,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee","Action, Comedy, Crime","Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",0.33
187,Django Unchained,Wein.,"$30,122,888",12/25/2012,Clint Eastwood,,tt1742044,6,2011,"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken","Biography, Drama, Music","Marshall Brickman (screenplay), Rick Elice (screenplay), Marshall Brickman (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons""), Rick Elice (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons"")",0.53
191,DodgeBall: A True Underdog Story,Fox,"$30,070,196",6/18/2004,Chris Nahon,,tt0271027,8,2011,"Jet Li, Bridget Fonda, Tchéky Karyo, Max Ryan","Action, Crime, Drama","Jet Li (story), Luc Besson (screenplay), Robert Mark Kamen (screenplay)",0.51
192,Lemony Snicket's A Series of Unfortunate Events,Par.,"$30,061,756",12/17/2004,Michael Tollin,,tt0316465,12,2014,"Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson","Biography, Drama, Sport",Mike Rich,0.36
194,Panic Room,Sony,"$30,056,751",3/29/2002,Rob Cohen,,tt0382992,3,2014,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard","Action, Adventure, Sci-Fi",W.D. Richter,0.13
195,The Exorcism of Emily Rose,SGem,"$30,054,300",9/9/2005,Peter Berg,,tt0431197,5,2012,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman","Action, Drama, Thriller",Matthew Michael Carnahan,0.51
196,Saw V,LGF,"$30,053,954",10/24/2008,Joe Berlinger,,tt0229260,5,2015,"Kurt Loder, Chuck Scarborough, Bruce D. Reed, Jeffrey Donovan","Adventure, Fantasy, Horror","Daniel Myrick (characters), Eduardo Sánchez (characters), Dick Beebe, Joe Berlinger",0.14
198,A Christmas Carol (2009),BV,"$30,051,075",11/6/2009,Gary Fleder,,tt0119468,6,2012,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur","Crime, Drama, Mystery","James Patterson (novel), David Klass (screenplay)",0.29
199,Tyler Perry's Madea's Family Reunion,LGF,"$30,030,661",2/24/2006,Shawn Levy,,tt2692250,10,2015,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan","Adventure, Comedy, Family","David Guion (screenplay), Michael Handelman (screenplay), Mark Friedman (story), David Guion (story), Michael Handelman (story), Thomas Lennon (characters), Robert Ben Garant (characters)",0.49
6,The Purge: Anarchy,Uni.,"$29,816,675",7/18/2014,"Anthony Russo, Joe Russo","$321,000,000",tt4154756,4,2018,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans","Action, Adventure, Fantasy","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)",0.83
7,Elysium,TriS,"$29,807,393",8/9/2013,J.J. Abrams,"$245,000,000",tt2488496,12,2015,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver","Action, Adventure, Fantasy","Lawrence Kasdan, J.J. Abrams, Michael Arndt, George Lucas (based on characters created by)",0.93
8,Hercules (2014),Par.,"$29,800,263",7/25/2014,Rian Johnson," $620,181,382, 19 April 2018",tt2527336,12,2017,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley","Action, Adventure, Fantasy","Rian Johnson, George Lucas (based on characters created by)",0.91
9,Constantine,WB,"$29,769,098",2/18/2005,Colin Trevorrow,"$150,000,000",tt0369610,6,2015,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio","Action, Adventure, Sci-Fi","Rick Jaffa (screenplay by), Amanda Silver (screenplay by), Colin Trevorrow (screenplay by), Derek Connolly (screenplay by), Rick Jaffa (story by), Amanda Silver (story by), Michael Crichton (based on the characters created by)",0.71
10,What Lies Beneath,DW,"$29,702,959",7/21/2000,Matthew Vaughn,"$30,000,000",tt1250777,5,2012,"Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss","Action, Comedy","Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",0.75
11,The Flintstones,Uni.,"$29,688,730",5/27/1994,Jonathan Mostow,,tt0986263,2,2018,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe","Action, Crime, Mystery","Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)",0.38
12,Dark Shadows,WB,"$29,685,274",5/11/2012,Ben Stiller,,tt0115798,5,2015,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black","Comedy, Drama, Thriller",Lou Holtz Jr.,0.53
13,Daddy's Home 2,Par.,"$29,651,193",11/10/2017,Ron Howard,,tt3062096,6,2018,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan","Action, Adventure, Crime","Dan Brown (based in part on the novel by), David Koepp (screenplay by)",0.22
14,Creed,WB (NL),"$29,632,823",11/25/2015,Gabriele Muccino,,tt0814314,5,2016,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy","Drama, Romance",Grant Nieporte,0.26
15,Insidious: The Last Key,Uni.,"$29,581,355",1/5/2018,Jason Moore,,tt1981677,3,2017,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow","Comedy, Music, Romance","Kay Cannon (screenplay), Mickey Rapkin (based on the book by)",0.8
16,Mission: Impossible - Ghost Protocol,Par.,"$29,556,629",12/21/2011,Michael Cuesta,,tt1961175,5,2013,"Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster","Action, Thriller","Stephen Schiff (screenplay by), Michael Finch (screenplay by), Edward Zwick (screenplay by), Marshall Herskovitz (screenplay by), Vince Flynn (based on the novel by)",0.34
17,Pocahontas,BV,"$29,531,619",6/23/1995,Joel Schumacher,,tt0117913,7,2011,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey","Crime, Drama, Thriller","John Grisham (novel), Akiva Goldsman (screenplay)",0.65
18,Justin Bieber: Never Say Never,Par.,"$29,514,054",2/11/2011,Patricia Riggen,,tt4257926,3,2016,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino","Biography, Drama, Family","Christy Beam (book), Randy Brown (screenplay)",0.43
19,Gran Torino,WB,"$29,484,388",1/9/2009,Duncan Jones,,tt0945513,7,2012,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","Mystery, Romance, Sci-Fi",Ben Ripley,0.92
21,Scooby-Doo 2: Monsters Unleashed,WB,"$29,438,331",3/26/2004,Baz Luhrmann,,tt0455824,11,2013,"Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry","Adventure, Drama, Romance","Stuart Beattie (screenplay), Baz Luhrmann (screenplay), Ronald Harwood (screenplay), Richard Flanagan (screenplay), Baz Luhrmann (story)",0.55
22,Indiana Jones and the Last Crusade,Par.,"$29,355,021",5/24/1989,Mikael Håfström,,tt1161864,12,2016,"Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds","Drama, Horror, Mystery","Michael Petroni, Matt Baglio (book)",0.21
23,A.I. Artificial Intelligence,WB,"$29,352,630",6/29/2001,Jodie Foster,,tt2241351,3,2012,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West","Crime, Drama, Thriller","Jamie Linden (screenplay), Alan DiFiore (screenplay), Jim Kouf (screenplay), Alan DiFiore (story), Jim Kouf (story)",0.57
25,Beverly Hills Chihuahua,BV,"$29,300,465",10/3/2008,Paul Weiland,,tt0866439,6,2018,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison","Comedy, Romance","Adam Sztykiel (screenplay), Deborah Kaplan (screenplay), Harry Elfont (screenplay), Adam Sztykiel (story)",0.14
26,Tyler Perry's Why Did I Get Married Too?,LGF,"$29,289,537",4/2/2010,Drew Goddard,,tt1259521,4,2015,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",Horror,"Joss Whedon, Drew Goddard",0.92
27,Think Like a Man Too,SGem,"$29,241,911",6/20/2014,"Danny Pang, Oxide Chun Pang",,tt0425430,5,2017,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett","Horror, Mystery, Thriller","Mark Wheaton (screenplay), Todd Farmer (story)",0.12
29,The Lone Ranger,BV,"$29,210,849",7/3/2013,Michael Lembeck,,tt0452681,11,2012,"Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold","Adventure, Comedy, Family","Ed Decter, John J. Strauss, Leo Benvenuti (characters), Steve Rudnick (characters)",0.17
30,The Blair Witch Project,Art.,"$29,207,381",7/30/1999,Michael Mann,,tt0248667,11,2011,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles","Biography, Drama, Sport","Gregory Allen Howard (story), Stephen J. Rivele (screenplay), Christopher Wilkinson (screenplay), Eric Roth (screenplay), Michael Mann (screenplay)",0.67
32,Toy Story,BV,"$29,140,617",11/22/1995,Todd Phillips,,tt2005151,6,2016,"Miles Teller, Steve Lantz, Gregg Weiner, David Packouz","Comedy, Crime, Drama","Stephen Chin (screenplay), Todd Phillips (screenplay), Jason Smilovic (screenplay), Guy Lawson (Rolling Stone article ""Arms and the Dudes"")",0.59
33,Sin City,Dim.,"$29,120,273",4/1/2005,"John Francis Daley, Jonathan Goldstein",,tt1524930,8,2016,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins","Adventure, Comedy","Jonathan Goldstein, John Francis Daley, John Hughes (characters)",0.26
34,Spy,Fox,"$29,085,719",6/5/2015,Clint Eastwood,,tt0118548,2,2016,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney","Action, Crime, Drama","David Baldacci (book), William Goldman (screenplay)",0.47
35,The Divergent Series: Allegiant,LG/S,"$29,027,348",3/18/2016,David Frankel,,tt1535438,5,2010,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart","Comedy, Drama, Romance",Vanessa Taylor,0.75
36,Doctor Dolittle,Fox,"$29,014,324",6/26/1998,Joe Carnahan,,tt0475394,5,2018,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco","Action, Crime, Drama",Joe Carnahan,0.3
37,The Santa Clause 2,BV,"$29,008,696",11/1/2002,Mike Mitchell,,tt0405325,11,2010,"Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker","Adventure, Comedy, Family","Paul Hernandez, Robert Schooley, Mark McCorkle",0.73
38,Paranormal Activity 4,Par.,"$29,003,866",10/19/2012,David Bowers,,tt2023453,9,2017,"Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick","Comedy, Family","Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay by), Jeff Kinney (based upon the book by)",0.51
39,Jackass: Number Two,Par.,"$29,002,002",9/22/2006,Betty Thomas,,tt0119951,11,2017,"Howard Stern, Robin Quivers, Mary McCormack, Fred Norris","Biography, Comedy, Drama","Howard Stern (book), Len Blum (screenplay), Michael Kalesniko (screenplay)","{'Source': 'Metacritic', 'Value': '67/100'}"
40,Inside Man,Uni.,"$28,954,945",3/24/2006,Dave Filoni,,tt1185834,11,2014,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker","Animation, Action, Adventure","Henry Gilroy, Steven Melching, Scott Murphy",0.18
42,Non-Stop,Uni.,"$28,875,635",2/28/2014,Joel Schumacher,,tt0481369,7,2017,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston","Action, Drama, Mystery",Fernley Phillips,0.08
43,Miss Peregrine's Home for Peculiar Children,Fox,"$28,871,140",9/30/2016,John McTiernan,,tt0155267,6,2013,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara","Crime, Romance, Thriller","Alan Trustman (story), Leslie Dixon (screenplay), Kurt Wimmer (screenplay)",0.7
44,Edge of Tomorrow,WB,"$28,760,246",6/6/2014,Mick Jackson,,tt0120461,3,2010,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle","Action, Drama, Sci-Fi","Jerome Armstrong (story), Jerome Armstrong (screenplay), Billy Ray (screenplay)",0.48
45,Murder on the Orient Express (2017),Fox,"$28,681,472",11/10/2017,Anthony Minghella,,tt0159365,7,2015,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins","Adventure, Drama, History","Charles Frazier (book), Anthony Minghella (screenplay)",0.7
48,Obsessed,SGem,"$28,612,730",4/24/2009,Tamra Davis,,tt0275022,6,2010,"Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning","Comedy, Drama, Romance",Shonda Rhimes,0.14
52,Anchorman: The Legend of Ron Burgundy,DW,"$28,416,365",7/9/2004,Greg Berlanti,,tt1055292,7,2016,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett","Comedy, Drama, Romance","Ian Deitchman, Kristin Robinson",0.29
53,Mama,Uni.,"$28,402,310",1/18/2013,Kirk Jones,,tt0396752,4,2016,"Emma Thompson, Colin Firth, Kelly Macdonald, Thomas Brodie-Sangster","Comedy, Family, Fantasy","Emma Thompson (screenplay), Christianna Brand (""Nurse Matilda"" books)",0.73
54,Nacho Libre,Par.,"$28,309,599",6/16/2006,Steve Carr,,tt0195945,6,2017,"Ice Cube, Mike Epps, Justin Pierce, John Witherspoon",Comedy,"Ice Cube (characters), DJ Pooh (characters), Ice Cube",0.2
57,Pacific Rim Uprising,Uni.,"$28,116,535",3/23/2018,Barry Levinson,,tt0120184,11,2015,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote","Drama, Horror, Mystery","Michael Crichton (novel), Kurt Wimmer (adaptation), Stephen Hauser (screenplay), Paul Attanasio (screenplay)",0.12
59,The Texas Chainsaw Massacre,NL,"$28,094,014",10/17/2003,Phil Joanou,,tt0421206,6,2014,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy","Crime, Drama, Sport","Jeff Maguire, Jac Flanders (film ""Gridiron Gang"")",0.43
60,Back to the Future Part II,Uni.,"$27,835,125",11/22/1989,Thor Freudenthal,,tt1854564,4,2017,"Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin","Adventure, Family, Fantasy","Marc Guggenheim (screenplay by), Rick Riordan (based upon the novel ""Percy Jackson and the Olympians: The Sea of Monsters"" written by)",0.43
62,He's Just Not That Into You,WB (NL),"$27,785,487",2/6/2009,Dennis Dugan,,tt0271668,6,2011,"Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke","Action, Comedy, Crime","Jay Scherick, David Ronn",0.11
63,Mamma Mia!,Uni.,"$27,751,240",7/18/2008,Clark Johnson,,tt0443632,5,2013,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan","Action, Crime, Thriller","George Nolfi (screenplay), Gerald Petievich (novel)",0.33
64,Big Momma's House 2,Fox,"$27,736,056",1/27/2006,Nicholas Meyer,,tt0084726,4,2014,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","Action, Adventure, Sci-Fi","Gene Roddenberry (television series Star Trek), Harve Bennett (story), Jack B. Sowards (story), Jack B. Sowards (screenplay)",0.88
65,Jarhead,Uni.,"$27,726,210",11/4/2005,David Fincher,,tt0119174,8,2014,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn","Drama, Mystery, Thriller","John Brancato, Michael Ferris",0.73
66,Along Came Polly,Uni.,"$27,721,185",1/16/2004,Chris Koch,,tt0184907,11,2017,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk","Adventure, Comedy, Family","Will McRobb, Chris Viscardi",0.28
68,Daddy Day Care,SonR,"$27,623,580",5/9/2003,Luis Llosa,,tt0111255,5,2014,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger","Action, Crime, Drama","John Shirley (Specialist novels), Alexandra Seros",0.07
70,Cheaper by the Dozen,Fox,"$27,557,647",12/25/2003,Paul Weitz,,tt0385267,5,2014,"Dennis Quaid, Topher Grace, Scarlett Johansson, Marg Helgenberger","Comedy, Drama, Romance",Paul Weitz,0.83
71,Wonder,LGF,"$27,547,866",11/17/2017,Walt Becker,,tt2974918,5,2014,"Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney","Animation, Adventure, Comedy","Ross Bagdasarian (characters), Janice Karman (characters), Randi Mayem Singer, Adam Sztykiel",0.15
72,The Devil Wears Prada,Fox,"$27,537,244",6/30/2006,Frank Coraci,,tt1086772,6,2015,"Adam Sandler, Drew Barrymore, Kevin Nealon, Terry Crews","Comedy, Romance","Ivan Menchell, Clare Sera",0.14
74,After Earth,Sony,"$27,520,040",5/31/2013,Betty Thomas,,tt0455967,5,2011,"Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush","Comedy, Romance",Jeff Lowell,0.27
75,Beowulf,Par.,"$27,515,871",11/16/2007,Joe Johnston,,tt0317648,1,2015,"Viggo Mortensen, Zuleikha Robinson, Omar Sharif, Louise Lombard","Action, Adventure, Biography",John Fusco,0.46
76,42,WB,"$27,487,144",4/12/2013,Joe Johnston,,tt0097523,3,2017,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland","Adventure, Comedy, Family","Stuart Gordon (story), Brian Yuzna (story), Ed Naha (story), Ed Naha (screenplay), Tom Schulman (screenplay)",0.75
77,Hairspray (2007),NL,"$27,476,745",7/20/2007,Steve Carr,,tt0422774,11,2012,"Ice Cube, Nia Long, John C. McGinley, Aleisha Allen","Comedy, Family, Fantasy","Hank Nelken (screenplay), Hank Nelken (screen story), Steven Gary Banks (characters), Claudia Grazioso (characters), Norman Panama (screenplay ""Mr. Blandings Builds His Dream House""), Melvin Frank (screenplay ""Mr. Blandings Builds His Dream House"")",0.08
80,Jumper,Fox,"$27,354,808",2/14/2008,Oliver Stone,,tt0469641,4,2011,"Nicolas Cage, Maria Bello, Connor Paolo, Anthony Piccininni","Drama, History, Thriller","Andrea Berloff, John McLoughlin (true story), Donna McLoughlin (true story), William Jimeno (true story), Allison Jimeno (true story)",0.68
81,Journey 2: The Mysterious Island,WB (NL),"$27,335,363",2/10/2012,John Erick Dowdle,,tt1082868,5,2011,"Jennifer Carpenter, Steve Harris, Jay Hernandez, Johnathon Schaech","Horror, Thriller","John Erick Dowdle (screenplay by), Drew Dowdle (screenplay by), Jaume Balagueró (based on the motion picture ""Rec"" written by), Luiso Berdejo (based on the motion picture ""Rec"" written by), Paco Plaza (based on the motion picture ""Rec"" written by)",0.59
82,The Rugrats Movie,Par.,"$27,321,470",11/20/1998,Forest Whitaker,,tt0119313,11,2013,"Sandra Bullock, Harry Connick Jr., Gena Rowlands, Mae Whitman","Drama, Romance",Steven Rogers,0.24
84,Les Miserables (2012),Uni.,"$27,281,735",12/25/2012,John Stockwell,,tt0300532,2,2015,"Kate Bosworth, Matthew Davis, Michelle Rodriguez, Sanoe Lake","Drama, Romance, Sport","Susan Orlean (magazine article ""Surf Girls of Maui""), Lizzy Weiss (story), Lizzy Weiss (screenplay), John Stockwell (screenplay)",0.36
